id,filename,suggested_alt_es,suggested_alt_en,project,service
11b0fd8aa961,runartfoundry-services-silicon-rubber-molding.jpg,Proyecto molding: runartfoundry services silicon rubber molding,Project molding: runartfoundry services silicon rubber molding,molding,bronze-casting
5f52f932127f,runartfoundry-services-sculpture-modeling.jpg,Proyecto modeling: runartfoundry services sculpture modeling,Project modeling: runartfoundry services sculpture modeling,modeling,bronze-casting
091df32c9396,runartfoundry-services-water-jet-375x375.jpg,Proyecto 375x375: runartfoundry services water jet 375x375,Project 375x375: runartfoundry services water jet 375x375,375x375,bronze-casting
9686f37e5895,runartfoundry-services-1536x784.jpg,Proyecto runartfoundry: runartfoundry services 1536x784,Project runartfoundry: runartfoundry services 1536x784,runartfoundry,bronze-casting
60cea0d3a317,runartfoundry-services-bronze-fixtures-accessories.jpg,Proyecto runartfoundry: runartfoundry services bronze fixtures accessories,Project runartfoundry: runartfoundry services bronze fixtures accessories,runartfoundry,bronze-casting
cc2a33aabdf6,runartfoundry-services-marble-sculpture-375x375.jpg,Proyecto 375x375: runartfoundry services marble sculpture 375x375,Project 375x375: runartfoundry services marble sculpture 375x375,375x375,bronze-casting
46cb9e7fc538,runartfoundry-services-sculpture-enlargement-272x182.jpg,Proyecto 272x182: runartfoundry services sculpture enlargement 272x182,Project 272x182: runartfoundry services sculpture enlargement 272x182,272x182,bronze-casting
ab5651488303,runartfoundry-services-sculpture-modeling-300x200.jpg,Proyecto 300x200: runartfoundry services sculpture modeling 300x200,Project 300x200: runartfoundry services sculpture modeling 300x200,300x200,bronze-casting
3f7412cbc676,runartfoundry-services-wax-casting-375x375.jpg,Proyecto 375x375: runartfoundry services wax casting 375x375,Project 375x375: runartfoundry services wax casting 375x375,375x375,bronze-casting
beac0d1bbb64,runartfoundry-services-sculpture-enlargement-150x150.jpg,Proyecto 150x150: runartfoundry services sculpture enlargement 150x150,Project 150x150: runartfoundry services sculpture enlargement 150x150,150x150,bronze-casting
ccd92774a895,runartfoundry-services-granite-bases-mounting.jpg,Proyecto bases: runartfoundry services granite bases mounting,Project bases: runartfoundry services granite bases mounting,bases,bronze-casting
128f2c84502d,runartfoundry-services-768x392.jpg,Proyecto runartfoundry: runartfoundry services 768x392,Project runartfoundry: runartfoundry services 768x392,runartfoundry,bronze-casting
508433b69363,runartfoundry-services.jpg,Proyecto runartfoundry: runartfoundry services,Project runartfoundry: runartfoundry services,runartfoundry,bronze-casting
8ef3c2d33ab1,runartfoundry-services-375x375.jpg,Proyecto 375x375: runartfoundry services 375x375,Project 375x375: runartfoundry services 375x375,375x375,bronze-casting
ae5cf78e8153,runartfoundry-services-sculpture-modeling-375x375.jpg,Proyecto 375x375: runartfoundry services sculpture modeling 375x375,Project 375x375: runartfoundry services sculpture modeling 375x375,375x375,bronze-casting
b227dd2833dd,runartfoundry-home-272x182.jpg,Proyecto 272x182: runartfoundry home 272x182,Project 272x182: runartfoundry home 272x182,272x182,bronze-casting
71d69573ef43,runartfoundry-services-patina-375x375.jpg,Proyecto 375x375: runartfoundry services patina 375x375,Project 375x375: runartfoundry services patina 375x375,375x375,bronze-casting
7652edf7e78f,runartfoundry-services-sculpture-enlargement.jpg,Proyecto enlargement: runartfoundry services sculpture enlargement,Project enlargement: runartfoundry services sculpture enlargement,enlargement,bronze-casting
7fa12b0394c9,runartfoundry-home-720x480.jpg,Proyecto home: runartfoundry home 720x480,Project home: runartfoundry home 720x480,home,bronze-casting
3abe70285ff3,runartfoundry-services-engineering-300x200.jpg,Proyecto 300x200: runartfoundry services engineering 300x200,Project 300x200: runartfoundry services engineering 300x200,300x200,bronze-casting
f8b21f4d756a,runartfoundry-services-dewax.jpg,Proyecto dewax: runartfoundry services dewax,Project dewax: runartfoundry services dewax,dewax,bronze-casting
107e85f20a5c,runartfoundry-services-marble-sculpture.jpg,Proyecto marble: runartfoundry services marble sculpture,Project marble: runartfoundry services marble sculpture,marble,bronze-casting
7d3b6193d219,runartfoundry-services-ceramic-shell-375x375.jpg,Proyecto 375x375: runartfoundry services ceramic shell 375x375,Project 375x375: runartfoundry services ceramic shell 375x375,375x375,bronze-casting
3cd2906b073c,runartfoundry-services-granite-bases-mounting-272x182.jpg,Proyecto 272x182: runartfoundry services granite bases mounting 272x182,Project 272x182: runartfoundry services granite bases mounting 272x182,272x182,bronze-casting
9d9b2f933311,runartfoundry-home-1024x676.jpg,Proyecto home: runartfoundry home 1024x676,Project home: runartfoundry home 1024x676,home,bronze-casting
063a092951fa,runartfoundry-home-1536x1013.jpg,Proyecto home: runartfoundry home 1536x1013,Project home: runartfoundry home 1536x1013,home,bronze-casting
b1424b96f610,runartfoundry-home-300x198.jpg,Proyecto home: runartfoundry home 300x198,Project home: runartfoundry home 300x198,home,bronze-casting
e74594b35661,runartfoundry-services-300x153.jpg,Proyecto runartfoundry: runartfoundry services 300x153,Project runartfoundry: runartfoundry services 300x153,runartfoundry,bronze-casting
2bb7591b8eee,runartfoundry-services-1024x523.jpg,Proyecto runartfoundry: runartfoundry services 1024x523,Project runartfoundry: runartfoundry services 1024x523,runartfoundry,bronze-casting
3e32c48578fb,runartfoundry-services-150x150.jpg,Proyecto 150x150: runartfoundry services 150x150,Project 150x150: runartfoundry services 150x150,150x150,bronze-casting
a5191ce84a34,runartfoundry-services-resine-casting-150x150.jpg,Proyecto 150x150: runartfoundry services resine casting 150x150,Project 150x150: runartfoundry services resine casting 150x150,150x150,bronze-casting
b10f840ab53c,runartfoundry-services-silicon-rubber-molding-375x375.jpg,Proyecto 375x375: runartfoundry services silicon rubber molding 375x375,Project 375x375: runartfoundry services silicon rubber molding 375x375,375x375,bronze-casting
3d3b233929b2,runartfoundry-services-sculpture-modeling-272x182.jpg,Proyecto 272x182: runartfoundry services sculpture modeling 272x182,Project 272x182: runartfoundry services sculpture modeling 272x182,272x182,bronze-casting
488f35bef694,runartfoundry-services-sculpture-enlargement-375x375.jpg,Proyecto 375x375: runartfoundry services sculpture enlargement 375x375,Project 375x375: runartfoundry services sculpture enlargement 375x375,375x375,bronze-casting
acd27ba7caf0,runartfoundry-services-ceramic-shell-272x182.jpg,Proyecto 272x182: runartfoundry services ceramic shell 272x182,Project 272x182: runartfoundry services ceramic shell 272x182,272x182,bronze-casting
18551d14e6e5,runartfoundry-services-ceramic-shell-150x150.jpg,Proyecto 150x150: runartfoundry services ceramic shell 150x150,Project 150x150: runartfoundry services ceramic shell 150x150,150x150,bronze-casting
783b02f14581,runartfoundry-services-marble-sculpture-300x200.jpg,Proyecto 300x200: runartfoundry services marble sculpture 300x200,Project 300x200: runartfoundry services marble sculpture 300x200,300x200,bronze-casting
8c47866c9aad,runartfoundry-services-granite-bases-mounting-375x375.jpg,Proyecto 375x375: runartfoundry services granite bases mounting 375x375,Project 375x375: runartfoundry services granite bases mounting 375x375,375x375,bronze-casting
120239fe1f75,runartfoundry-services-welding-polish-300x200.jpg,Proyecto 300x200: runartfoundry services welding polish 300x200,Project 300x200: runartfoundry services welding polish 300x200,300x200,bronze-casting
68384e6bda2c,runartfoundry-services-wood-crates-150x150.jpg,Proyecto 150x150: runartfoundry services wood crates 150x150,Project 150x150: runartfoundry services wood crates 150x150,150x150,bronze-casting
2ddf9a04f17c,runartfoundry-home-375x375.jpg,Proyecto 375x375: runartfoundry home 375x375,Project 375x375: runartfoundry home 375x375,375x375,bronze-casting
15c834070f3a,runartfoundry-services-resine-casting-272x182.jpg,Proyecto 272x182: runartfoundry services resine casting 272x182,Project 272x182: runartfoundry services resine casting 272x182,272x182,bronze-casting
7117ed2e5419,runartfoundry-services-wax-casting-150x150.jpg,Proyecto 150x150: runartfoundry services wax casting 150x150,Project 150x150: runartfoundry services wax casting 150x150,150x150,bronze-casting
38eb99175cdc,runartfoundry-services-silicon-rubber-molding-272x182.jpg,Proyecto 272x182: runartfoundry services silicon rubber molding 272x182,Project 272x182: runartfoundry services silicon rubber molding 272x182,272x182,bronze-casting
40c3c338ed4f,runartfoundry-home-768x507.jpg,Proyecto home: runartfoundry home 768x507,Project home: runartfoundry home 768x507,home,bronze-casting
471a17698dff,runartfoundry-services-wax-casting-272x182.jpg,Proyecto 272x182: runartfoundry services wax casting 272x182,Project 272x182: runartfoundry services wax casting 272x182,272x182,bronze-casting
f7794fbad34f,runartfoundry-services-marble-sculpture-272x182.jpg,Proyecto 272x182: runartfoundry services marble sculpture 272x182,Project 272x182: runartfoundry services marble sculpture 272x182,272x182,bronze-casting
8e89abf0b5f0,runartfoundry-services-marble-sculpture-150x150.jpg,Proyecto 150x150: runartfoundry services marble sculpture 150x150,Project 150x150: runartfoundry services marble sculpture 150x150,150x150,bronze-casting
5e00990c92fc,runartfoundry-services-water-jet-150x150.jpg,Proyecto 150x150: runartfoundry services water jet 150x150,Project 150x150: runartfoundry services water jet 150x150,150x150,bronze-casting
7cdbb2a34df5,runartfoundry-services-engineering.jpg,Proyecto runartfoundry: runartfoundry services engineering,Project runartfoundry: runartfoundry services engineering,runartfoundry,bronze-casting
036be8111e83,runartfoundry-services-wax-casting-300x200.jpg,Proyecto 300x200: runartfoundry services wax casting 300x200,Project 300x200: runartfoundry services wax casting 300x200,300x200,bronze-casting
ed59328d165d,runartfoundry-services-wood-crates.jpg,Proyecto crates: runartfoundry services wood crates,Project crates: runartfoundry services wood crates,crates,bronze-casting
00658af0cd33,runartfoundry-services-granite-bases-mounting-150x150.jpg,Proyecto 150x150: runartfoundry services granite bases mounting 150x150,Project 150x150: runartfoundry services granite bases mounting 150x150,150x150,bronze-casting
c796a8e0ce2f,runartfoundry-services-maintenance-restoration-150x150.jpg,Proyecto 150x150: runartfoundry services maintenance restoration 150x150,Project 150x150: runartfoundry services maintenance restoration 150x150,150x150,bronze-casting
fb0632c153a8,runartfoundry-services-oil-in-bronze-150x150.jpg,Proyecto 150x150: runartfoundry services oil in bronze 150x150,Project 150x150: runartfoundry services oil in bronze 150x150,150x150,bronze-casting
3e4736c12a22,runartfoundry-services-welding-polish-150x150.jpg,Proyecto 150x150: runartfoundry services welding polish 150x150,Project 150x150: runartfoundry services welding polish 150x150,150x150,bronze-casting
a71ea9c82688,runartfoundry-services-bronze-fixtures-accessories-375x375.jpg,Proyecto 375x375: runartfoundry services bronze fixtures accessories 375x375,Project 375x375: runartfoundry services bronze fixtures accessories 375x375,375x375,bronze-casting
191efd04501f,runartfoundry-services-maintenance-restoration-375x375.jpg,Proyecto 375x375: runartfoundry services maintenance restoration 375x375,Project 375x375: runartfoundry services maintenance restoration 375x375,375x375,bronze-casting
d752bd52e5a2,runartfoundry-services-patina.jpg,Proyecto patina: runartfoundry services patina,Project patina: runartfoundry services patina,patina,bronze-casting
3424d31bac5a,runartfoundry-services-welding-polish-272x182.jpg,Proyecto 272x182: runartfoundry services welding polish 272x182,Project 272x182: runartfoundry services welding polish 272x182,272x182,bronze-casting
f2acb1038beb,02-300x200.jpg,Proyecto 300x200: 02 300x200,Project 300x200: 02 300x200,300x200,
19218eb18b2c,Nina-399x450.jpg,RUN Art Foundry: Nina 399x450,RUN Art Foundry: Nina 399x450,,
7ed7259aa579,05-500x450.jpg,Proyecto 500x450: 05 500x450,Project 500x450: 05 500x450,500x450,
778e3415f7cb,07-150x150.jpg,Proyecto 150x150: 07 150x150,Project 150x150: 07 150x150,150x150,
d1bb3ebd24d4,07-500x450.jpg,Proyecto 500x450: 07 500x450,Project 500x450: 07 500x450,500x450,
fae5b5dcb80a,14-150x150.jpg,Proyecto 150x150: 14 150x150,Project 150x150: 14 150x150,150x150,
b59f137f561b,04-500x450.jpg,Proyecto 500x450: 04 500x450,Project 500x450: 04 500x450,500x450,
311a91408aed,06-283x300.jpg,RUN Art Foundry: 06 283x300,RUN Art Foundry: 06 283x300,,
c7cfd3c97534,04-150x150.jpg,Proyecto 150x150: 04 150x150,Project 150x150: 04 150x150,150x150,
05da0985a706,02.jpg,RUN Art Foundry: 02,RUN Art Foundry: 02,,
1810f963b53f,07-350x350.jpg,Proyecto 350x350: 07 350x350,Project 350x350: 07 350x350,350x350,
e2fab2bd62f5,16-350x350.jpg,Proyecto 350x350: 16 350x350,Project 350x350: 16 350x350,350x350,
25323527901b,15-350x350.jpg,Proyecto 350x350: 15 350x350,Project 350x350: 15 350x350,350x350,
274b9ff19836,11.jpg,RUN Art Foundry: 11,RUN Art Foundry: 11,,
13b32f76b8c2,11-150x150.jpg,Proyecto 150x150: 11 150x150,Project 150x150: 11 150x150,150x150,
9b23b9ee1f58,05-300x251.jpg,RUN Art Foundry: 05 300x251,RUN Art Foundry: 05 300x251,,
8498a6268375,17-576x1024.jpg,Proyecto 576x1024: 17 576x1024,Project 576x1024: 17 576x1024,576x1024,
552dc8f467b1,05.jpg,RUN Art Foundry: 05,RUN Art Foundry: 05,,
5d83de9f05fa,03-768x787.jpg,RUN Art Foundry: 03 768x787,RUN Art Foundry: 03 768x787,,
3e6861508ccb,18-768x432.jpg,Proyecto 768x432: 18 768x432,Project 768x432: 18 768x432,768x432,
b06dd855dcd1,17.jpg,RUN Art Foundry: 17,RUN Art Foundry: 17,,
6d1e2f8e42aa,05-768x642.jpg,RUN Art Foundry: 05 768x642,RUN Art Foundry: 05 768x642,,
527d4b461478,18-800x450.jpg,Proyecto 800x450: 18 800x450,Project 800x450: 18 800x450,800x450,
bf0c32b3b26d,06.jpg,RUN Art Foundry: 06,RUN Art Foundry: 06,,
f274e82edd03,02-768x512.jpg,RUN Art Foundry: 02 768x512,RUN Art Foundry: 02 768x512,,
59a0241de714,05-150x150.jpg,Proyecto 150x150: 05 150x150,Project 150x150: 05 150x150,150x150,
38832f0b472a,09-800x450.jpg,Proyecto 800x450: 09 800x450,Project 800x450: 09 800x450,800x450,
efb2c4026311,Nina-150x150.jpg,Proyecto 150x150: Nina 150x150,Project 150x150: Nina 150x150,150x150,
660997644acf,18-500x450.jpg,Proyecto 500x450: 18 500x450,Project 500x450: 18 500x450,500x450,
e242fc6a4505,01-344x450.jpg,RUN Art Foundry: 01 344x450,RUN Art Foundry: 01 344x450,,
d37404fed3f1,18-1024x576.jpg,Proyecto 1024x576: 18 1024x576,Project 1024x576: 18 1024x576,1024x576,
d94cb6312308,13-169x300.jpg,Proyecto 169x300: 13 169x300,Project 169x300: 13 169x300,169x300,
f008cee342ef,09-350x350.jpg,Proyecto 350x350: 09 350x350,Project 350x350: 09 350x350,350x350,
930a87726083,17-169x300.jpg,Proyecto 169x300: 17 169x300,Project 169x300: 17 169x300,169x300,
568392369f3b,10.jpg,RUN Art Foundry: 10,RUN Art Foundry: 10,,
c740be0e404b,07-225x300.jpg,Proyecto 225x300: 07 225x300,Project 225x300: 07 225x300,225x300,
b7750d78977c,03-293x300.jpg,RUN Art Foundry: 03 293x300,RUN Art Foundry: 03 293x300,,
ad1f8fa45521,02-150x150.jpg,Proyecto 150x150: 02 150x150,Project 150x150: 02 150x150,150x150,
44072b11b15f,10-300x169.jpg,Proyecto 300x169: 10 300x169,Project 300x169: 10 300x169,300x169,
d5512b958ac8,06-768x815.jpg,RUN Art Foundry: 06 768x815,RUN Art Foundry: 06 768x815,,
0122affda5bc,05-800x450.jpg,Proyecto 800x450: 05 800x450,Project 800x450: 05 800x450,800x450,
7c1ab6d58b45,17-350x350.jpg,Proyecto 350x350: 17 350x350,Project 350x350: 17 350x350,350x350,
7903b1e366e7,14-169x300.jpg,Proyecto 169x300: 14 169x300,Project 169x300: 14 169x300,169x300,
080a0ee0be98,16-1024x576.jpg,Proyecto 1024x576: 16 1024x576,Project 1024x576: 16 1024x576,1024x576,
aaeb6152707c,11-800x450.jpg,Proyecto 800x450: 11 800x450,Project 800x450: 11 800x450,800x450,
d9f8b661fded,08-350x350.jpg,Proyecto 350x350: 08 350x350,Project 350x350: 08 350x350,350x350,
36ac987b1dcd,11-500x450.jpg,Proyecto 500x450: 11 500x450,Project 500x450: 11 500x450,500x450,
cdaf50a0bfec,03-800x450.jpg,Proyecto 800x450: 03 800x450,Project 800x450: 03 800x450,800x450,
44021050aede,15-150x150.jpg,Proyecto 150x150: 15 150x150,Project 150x150: 15 150x150,150x150,
71a74a1941d3,08-500x450.jpg,Proyecto 500x450: 08 500x450,Project 500x450: 08 500x450,500x450,
4556a0de1792,03-150x150.jpg,Proyecto 150x150: 03 150x150,Project 150x150: 03 150x150,150x150,
41e798079821,08.jpg,RUN Art Foundry: 08,RUN Art Foundry: 08,,
97268982f569,04-350x350.jpg,Proyecto 350x350: 04 350x350,Project 350x350: 04 350x350,350x350,
08b8bf5d2ac7,16-800x450.jpg,Proyecto 800x450: 16 800x450,Project 800x450: 16 800x450,800x450,
b72c9581fcb3,11-768x1365.jpg,RUN Art Foundry: 11 768x1365,RUN Art Foundry: 11 768x1365,,
a1e22168f6f2,Nina-350x350.jpg,Proyecto 350x350: Nina 350x350,Project 350x350: Nina 350x350,350x350,
e19ab614f146,04-200x300.jpg,RUN Art Foundry: 04 200x300,RUN Art Foundry: 04 200x300,,
f0a48d1ea92d,09-768x576.jpg,RUN Art Foundry: 09 768x576,RUN Art Foundry: 09 768x576,,
1643df9e8c87,09-500x450.jpg,Proyecto 500x450: 09 500x450,Project 500x450: 09 500x450,500x450,
128fcfe94a5a,06-350x350.jpg,Proyecto 350x350: 06 350x350,Project 350x350: 06 350x350,350x350,
d4de1c968dbc,13-350x350.jpg,Proyecto 350x350: 13 350x350,Project 350x350: 13 350x350,350x350,
728790ea0a0e,11-350x350.jpg,Proyecto 350x350: 11 350x350,Project 350x350: 11 350x350,350x350,
5365a1f28a07,11-169x300.jpg,Proyecto 169x300: 11 169x300,Project 169x300: 11 169x300,169x300,
